Data_Hora,Id_Tweet,Tweet,Candidato
2022-08-01 03:25:21+00:00,1553944949376385024,@marcelorubens O Lula fala com orgulho que ajudou a libertar os sequestradores do Abílio Diniz e vc queria o que? que ele assinasse um manifesto que tem a participação do PT?,Lula
2022-08-01 03:25:12+00:00,1553944911799619586,@ptbrasil @LulaOficial E tem trouxas que acredita. Mentiroso,Lula
2022-08-01 03:25:10+00:00,1553944901917839363,@camerom54 @OGloboPolitica É Lula 13,Lula
2022-08-01 03:25:09+00:00,1553944900701507584,"@AdrianaMaciel76 Mas eu não consigo compreender porque a galera se importa tanto se ele é Lula ou Bolsonaro, mentindo ou não. Ele pode ser o que quiser ou ele pode ter mudado de opinião. Mas as pessoas estão usando isso por conta de torcida, pelo que aconteceu lá dentro e pelos últimos episódios",Lula
2022-08-01 03:25:07+00:00,1553944890396008448,@LulaOficial https://t.co/X3hmgnHgOu,Lula
2022-08-01 03:25:06+00:00,1553944885622972417,@LulaOficial Onde foi que vc tem isto isso? Milhares de pessoas? Cê  tá confundindo seu público com o público do Bolsonaro né?,Lula
2022-08-01 03:25:05+00:00,1553944880623370247,"@joao027_ @Kill3verybody @annaduzzi @BarnaOficialrj @Lenildaaf @econo_vulgar @LulaOficial na ‘ época do lula ‘ não tinha um litro de leite a 10 reais, tampouco uma bandeja de frango a 21 reais.",Lula
2022-08-01 03:25:03+00:00,1553944875845943296,@alfredolimaaaa @LulaOficial @ptbrasil Parabéns 👏👏👏👏👏,Lula
2022-08-01 03:25:03+00:00,1553944872670855171,"@xandevermelho @dadourado E não falo isso como crítica ao Lula não. É porque se ele não dançar conforme a música, quem sofrerá impeachment é ele (lembra da Dilma?). Ah, e não ser iluda: o Brasil nunca elegerá uma bancada majoritariamente de esquerda. Pelo contrário: com a distribuição da verba do +",Lula
2022-08-01 03:24:59+00:00,1553944858112544769,@LulaOficial Tá formando na cadeia cambada de...,Lula
2022-08-01 03:24:59+00:00,1553944857244274691,@nnunesjr @LulaOficial @gioewbank @brunogagliasso A mãe da Mariele merecia ter a filha morta por lutar contra milícia?,Lula
2022-08-01 03:24:59+00:00,1553944856141209600,"@BloisiNata @LulaOficial Não podemos analisar a Tábata como um apoio pessoal, ela não é um voto um CPF.
Ela faz alianças políticas e toda aliança tem um preço, acredito que só de ter aí lado uma pessoa desprezível como ela, o preço já é alto de mais",Lula
2022-08-01 03:24:57+00:00,1553944848566190081,"@wancardoso97 @leofffernandes @renatacduarte1 @LiliFerGuterres @PedroRonchi2 Todos os vídeos de Bolsonaro são recentes, o q fazem a oposição ficar caçando qualquer erro do Lula pra provar que ele é tão imbecil quanto Bolsonaro, só que mais uma vez, não cola, existem pessoas inteligentes no Brasil, goste vcs ou não '-'",Lula
2022-08-01 03:24:56+00:00,1553944845181403145,"@LeonardoBoff Lula e PCC, tudo a ver",Lula
2022-08-01 03:24:55+00:00,1553944841222062081,@LulaGlez9 Buenas noches hermosa Lula,Lula
2022-08-01 03:24:55+00:00,1553944841108733952,"@lordedaniel @RafaelMottaRN Não sei se vital, mas acredito que traria impacto. Lula lidera com 60% das intenções de voto no RN.",Lula
2022-08-01 03:24:50+00:00,1553944821450084353,"@MarceloUchoa_ @LulaOficial @ptbrasil Não sei onde foi, mas essa é a praia do futuro kkkkkkkk",Lula
2022-08-01 03:24:50+00:00,1553944820405702656,"@LulaOficial Devolve o nosso dinheiro, safado!!!",Lula
2022-08-01 03:24:47+00:00,1553944808451891200,@JoseAloiseBahia @WilmarPetista @analiseagora @CleuzaturC @ConceicaoRT @RobsonJAraujo1 @rocha_oni @Mariasolangece1 @OAlagoas @AdvocaciaCrime @PetistaAlerta @marineslazzaron @de_borgez @YaiaSobreira @Liz6macielgmai1 @ArthurSchmidt52 @SilvaLucida @InesNasciment12 @ValdiviaLiette @IsabelFeijMach1 @AnnaS_Gdottir @AndreaL56788742 @marquinhos3173 @augustotomanov @hmsjulio @RogriaFranca1 @roberto19355624 @VaniaCbotcontaR @Leila_Argollo @alvaroluizcunha @AngelaYasmimo13 @V13lula @prefiroacredit @borgescm @Edumundial1951 @olhodopantera @Maria_Rebocho__ @JosedeliZedali @BBB2Van @nadiaprado7 @marinhando7 @parasamuel @Alexand92840726 @ADTur_Tur @CLulista @wwmfa0627 @CleuzaTur @LulaOficial Tá bombando. Bora chegar a 800 mil .,Lula
2022-08-01 03:24:47+00:00,1553944807717982216,"@xandevermelho @dadourado Qdo esteve na mão da esquerda foi a mesma coisa. E qdo estiver de novo, com Lula, nada mudará. Nem Lula, nem o senado irão querer tirar esse ou outro ministro do STF por impeachment. Para não sofrerem represália dos demais ministros e pq sabem que poderão precisar dele no futuro.",Lula
2022-08-01 03:24:47+00:00,1553944806669549568,"@strcawberrie hai lula, lagi ngapain nih? sarapan udah lul?",Lula
2022-08-01 03:24:46+00:00,1553944804312096769,@rennatodutra Meu voto é secret13o. Não vou contar que vou votar no Lula pois é secreto que vou votar no Lula.,Lula
2022-08-01 03:24:45+00:00,1553944799979397123,"@monark So vc que não acordou ainda 🤦🏻‍♂️
Enquanto vc n acordar e encarar a realidade de que só Bolsonaro  luta pela tua liberdade você continuará em sono esplêndido até o Lula te acordar pro pesadelo.",Lula
2022-08-01 03:24:45+00:00,1553944799341936640,"@LulaOficial Pq vc quer nos roubar mais?
Já não basta ?
Ficou rico as nossas custas????",Lula
2022-08-01 03:24:44+00:00,1553944795004928010,"@jason36silva @alfredolimaaaa @LulaOficial @ptbrasil Jovens mal orientados, uma perda para o pais...
Um dia vão cair na real, espero que não soframos para que possam ver.",Lula
2022-08-01 03:24:41+00:00,1553944783529414656,@LulaOficial Vc compareceu em quantos larápio? Tu nem na rua aparece!! Nego tá indo pra te tacar ovo!!,Lula
2022-08-01 03:24:41+00:00,1553944781788782593,aposto que no governo Lula teria muito mais bolsa integral nesse prouni,Lula
2022-08-01 03:24:41+00:00,1553944780467539968,@rennatodutra Lula e Haddad,Lula
2022-08-01 03:24:41+00:00,1553944780207521792,@MetodoMoreira @PauloRobertoPd4 Não creio q o Lula aceita isto!,Lula
2022-08-01 03:24:40+00:00,1553944777753858050,"@heldersalomao Lula e Dilma deram o cano e Bolsonaro trouxe a água. 
Rsrsrs
#CapitaoDoPovoVaiVencerDeNovo",Lula
2022-08-01 03:24:38+00:00,1553944770409545731,@LulaOficial Isso é dignidade. É assim que deve ser.,Lula
2022-08-01 03:45:13+00:00,1553949947334213633,@ThiagoResiste Bolsonaro na cadeia,Bolsonaro
2022-08-01 03:45:07+00:00,1553949925456707586,@ss2_ya bolsonaro,Bolsonaro
2022-08-01 03:45:05+00:00,1553949913486163970,@bibonunes1 Quem vai pra cadeia é Bolsonaro. Vc vai pro lixo da história.,Bolsonaro
2022-08-01 03:45:03+00:00,1553949906058055680,O FORA BOLSONARO RACHEI https://t.co/R6ENMrYIVf,Bolsonaro
2022-08-01 03:45:00+00:00,1553949893365997568,Bolsonaro vibes. https://t.co/TkoKm4cYJg,Bolsonaro
2022-08-01 03:44:55+00:00,1553949873183100928,"@senadorhumberto Nunca foi tão fácil escolher. 
Bolsonaro 22",Bolsonaro
2022-08-01 03:44:52+00:00,1553949859471937536,@rosedbarros @jairbolsonaro Com certeza 👍,Bolsonaro
2022-08-01 03:44:41+00:00,1553949815616294912,@LulaOficial @ricardostuckert Luladrao na cadeia!!!! Bolsonaro para sempre 🇧🇷🇧🇷🙏,Bolsonaro
2022-08-01 03:44:40+00:00,1553949812709523456,Bolsonaro rindo da cara dos otarios q vão votar nele e continuar reclamando q o Brasil não melhora por mais 4 anos https://t.co/IQlrBAdgQU,Bolsonaro
2022-08-01 03:44:38+00:00,1553949804010643456,"@SoniaLazaro18 @FlavioBolsonaro @tarcisiogdf @jairbolsonaro Não é justo seu argumento …nosso presidente tem que governar com os políticos que NÓS elegemos .
TENDEU?",Bolsonaro
2022-08-01 03:44:33+00:00,1553949780556087304,comi dois hambúrguer ainda tô c fome eh tudo culpa do Bolsonaro mesmo,Bolsonaro
2022-08-01 03:44:30+00:00,1553949767901782017,"@juliofreitasmg @ThalesBH38 @Rconstantino O mundo desabando e o Brasil segue crescendo, desemprego diminuindo, não temos desabastecimento, não estamos em guerra e somos a garantia de alimentos p/o mundo. Bolsonaro acertou em todas as medidas. Podem não ter sido as ideais, mas foram as melhores a serem tomadas no momento.",Bolsonaro
2022-08-01 03:44:27+00:00,1553949755792715782,@jairbolsonaro nao consigo RT,Bolsonaro
2022-08-01 03:44:23+00:00,1553949739313422338,"@BlogdoNoblat Não deu tempo de participar, mas deixo aqui meu voto
BOLSONARO🇧🇷🇧🇷🇧🇷🇧🇷",Bolsonaro
2022-08-01 03:44:19+00:00,1553949720585949184,"@PedroRonchi2 Que comentário porco. É tanta falta de argumento que precisa ficar espancando a verdade constantemente. Vá fazer oposição séria e adulta, o Brasil precisa. É por essas que o Bolsonaro junta multidões, pessoas que só querem um país mais justo.",Bolsonaro
2022-08-01 03:44:17+00:00,1553949716047593474,M*TE O bOLsONarO https://t.co/xyWQys4aQO,Bolsonaro
2022-08-01 03:44:16+00:00,1553949711861678080,@marcorossi2012 @jairbolsonaro https://t.co/JJjKApdzpF,Bolsonaro
2022-08-01 03:44:14+00:00,1553949701380112386,"@LulaOficial Que lindo... Apelando para o lado sentimental do pobre. É preciso apenas emprego para transformar o país. Não se preocupe, Bolsonaro já está fazendo isso.
Lembrando que os 480 BI/Ano que temos que gastar com a dívida que o PT contraiu tiraram o leitinho das crianças. Bandido...",Bolsonaro
2022-08-01 03:44:11+00:00,1553949687761313794,@ssoliax @leonaranana @FRaydias2 @auroracadela O Bolsonaro é diferente de qualquer político.,Bolsonaro
2022-08-01 03:44:11+00:00,1553949687576756224,@FlavioBolsonaro @jairbolsonaro Sabemos mesmo. Por isso vamos devolver seu pai e toda sua corja para o esgoto em 02 de outubro https://t.co/BBqiPtR0U8,Bolsonaro
2022-08-01 03:44:08+00:00,1553949677837586433,@salimmattarbr Bolsonaro é o presidente mais esquerdista que o Brasil já teve,Bolsonaro
2022-08-01 03:44:04+00:00,1553949659462254592,"@jairbolsonaro isso não é corrupção?

O beco de Lira https://t.co/p5WFJ0KOyt",Bolsonaro
2022-08-01 03:44:03+00:00,1553949653829304322,@JMB22222 @MarcelodeMarco2 @GgmAndrews @suzanatoop @mtcosmo1 @LyrioRejane @RE_BOLSONARO @RejaneBP38 @Mrlyrio @marciosun @Marcos_11_66 @Vequione @Guimaraes2409 @DanielD43775460 @DanielG24742446 @daniellecosta73 @Danfurq @DanielPheleg @DanielRosenman3 @DanjelBigHouse @s02199006_stock @OVigilante11 @DeolindaLucena @Volneylimavcl @JB22BRASIL 👍,Bolsonaro
2022-08-01 03:43:59+00:00,1553949636917956613,"Certa sim. Inclusive por que Lula estava bem na frente de bolsonaro, nas pesquisas. https://t.co/FQjqYQPAWo",Bolsonaro
2022-08-01 03:43:57+00:00,1553949629963812864,@marcorossi2012 @jairbolsonaro https://t.co/VZhOb3qJ6Z,Bolsonaro
2022-08-01 03:43:56+00:00,1553949627069743104,"@xicosa @UOLNoticias Brasil bate recorde de empregos. Obrigado, Bolsonaro.",Bolsonaro
2022-08-01 03:43:49+00:00,1553949597034242049,"Silvio Santos enviou seu representante ontem no evento do Tarcísio + Bolsonaro. 
🎸 🤘 https://t.co/D1MIp2whyk",Bolsonaro
2022-08-01 03:43:49+00:00,1553949594744225792,@RDeway VOCES VERAO HORA QUE BOLSONARO PERDER ESSES MESMOS PASTORES OURIUNDOGOLD VAO DIZER E QUE DEUS NAO QUIZ MAIS O MESMO . KK E SEMPRE ASSIM FALTA DE FE SE DA ERRADO MESMO GOLPE COM OS COITADOS DOS SEQUIDORES,Bolsonaro
2022-08-01 03:43:44+00:00,1553949575668432896,@hstlawt @khairstyls @hespnning @ipornstyles @phkrry vc errou uma palavra e vem com essa meu deus do céu me ajude bolsonaro faça algooooo,Bolsonaro
2022-08-01 03:43:43+00:00,1553949573093228544,"@JeffersonBizer3 @Rconstantino Estamos juntos novamente presidente Bolsonaro.
Para REELEGER JAIR MESSIAS BOLSONARO 22 PARA salvar o nosso Brasil.
Deus está no comando sempre ao seu lado presidente Bolsonaro.
Vamos juntos todos nós brasileiros de bem deste país as urnas votar em 22 👍🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",Bolsonaro
2022-08-01 03:43:42+00:00,1553949566055202817,@eupelu Quem Mora no Brasil sabe muito bem em quem NÃO Votar! Bolsonaro fez e faz pelo Brasil e jamais permitiremos que Lula volte ao Poder! Bolsonaro fez muitas coisas boas e importantes por este país. Contra fatos não há argumentos! https://t.co/y1ImONnQEk,Bolsonaro
2022-08-01 03:43:41+00:00,1553949564650110976,@SF_Moro Bolsonaro reeleito.🔥🔥🔥,Bolsonaro
2022-08-01 03:43:40+00:00,1553949560791236608,@Randomguy1610 @tr3vola @barmontgames @siteptbr Gays com Bolsonaro esse ai,Bolsonaro
2022-08-01 03:43:35+00:00,1553949535977836545,"@basiliofdp @leonaranana @FRaydias2 @auroracadela e se fosse um cara que só falasse de bolsonaro, blz insuportável msm mas ele nem comenta sobre isso.",Bolsonaro
2022-08-01 03:43:28+00:00,1553949510228926464,@paulovro_ prefiro ser o bolsonaro que o pa (pai ausente),Bolsonaro
